Pond,OffspringID,Offspring GAV,Log10 GAV ,GAV present,Candidate mother ID,Mother GAV ,Mother Log10 GAV ,GAV present,Candidate father ID,Father GAV ,Log10 GAV ,Family,Pond,Family,,Family #,Family,Offspring count
156,G1T1701_156_005_B5_G,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_005_B7_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_B8_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_005_B9_G,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,156,6,,,,
156,G1T1701_156_005_C1_G,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_033_P,5564.83,3.75,G1T1701_BR_064_P__G1T1701_BR_033_P,156,20,,,,
156,G1T1701_156_005_C10_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_C11_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_C12_G,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_005_C3_G,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_005_C4_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_005_C5_G,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,156,10,,,,
156,G1T1701_156_005_C6_G,,,0,G1T1701_BR_134_MP,923130.2,5.97,1,G1T1701_BR_444_MP,208114.95,5.32,G1T1701_BR_134_MP__G1T1701_BR_444_MP,156,16,,,,
156,G1T1701_156_005_C7_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_005_C9_G,,,0,G1T1701_BR_068_P,4087454.47,6.61,1,G1T1701_BR_017_P,1,0,G1T1701_BR_068_P__G1T1701_BR_017_P,156,17,,,,
156,G1T1701_156_005_D10_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,156,8,,,,
156,G1T1701_156_005_D12_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_005_D3_G,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,156,11,,,,
156,G1T1701_156_005_D6_G,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_005_D7_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_D8_G,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_005_D9_G,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_005_E11_G,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,156,7,,,,
156,G1T1701_156_005_E2_G,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_005_E3_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_005_E5_G,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_005_E6_G,,,0,G1T1701_BR_461_P,19751.57,4.3,1,G1T1701_BR_041_P,1,0,G1T1701_BR_461_P__G1T1701_BR_041_P,156,25,,,,
156,G1T1701_156_005_E7_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_005_E8_G,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_005_F10_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_F11_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_F2_G,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_005_F3_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_F4_G,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_005_F5_G,,,0,G1T1701_BR_134_MP,923130.2,5.97,1,G1T1701_BR_444_MP,208114.95,5.32,G1T1701_BR_134_MP__G1T1701_BR_444_MP,156,16,,,,
156,G1T1701_156_005_F6_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_005_F8_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_F9_G,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_005_G10_G,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_005_G2_G,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,156,7,,,,
156,G1T1701_156_005_G3_G,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,156,6,,,,
156,G1T1701_156_005_G4_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,156,8,,,,
156,G1T1701_156_005_G6_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_005_G8_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_005_H10_G,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_005_H11_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_H3_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_005_H7_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_005_H9_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_A10_GMP,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_006_A12_GMP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_A2_MP,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,156,10,,,,
156,G1T1701_156_006_A3_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_A4_MP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_A6_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_A9_MP,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_006_B1_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_B10_GMP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_B12_GMP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_B2_MP,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_006_B4_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_B5_MP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_006_B6_MP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_B7_MP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,156,8,,,,
156,G1T1701_156_006_B8_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_B9_MP,,,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,156,13,,,,
156,G1T1701_156_006_C1_MP,,,0,G1T1701_BR_401_MP,1578548.68,6.2,1,G1T1701_BR_025_P,5922.84,3.77,G1T1701_BR_401_MP__G1T1701_BR_025_P,156,12,,,,
156,G1T1701_156_006_C10_GMP,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_006_C11_GMP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_C2_MP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_C3_MP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_006_C4_MP,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,156,11,,,,
156,G1T1701_156_006_C5_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_C6_MP,,,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_015_P,88143.08,4.95,G1T1701_BR_119_MP__G1T1701_BR_015_P,156,18,,,,
156,G1T1701_156_006_C7_MP,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_006_C8_MP,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_006_C9_MP,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,156,6,,,,
156,G1T1701_156_006_D10_GMP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_D11_GMP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_D12_GMP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_006_D2_MP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_006_D3_MP,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_006_D4_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_D5_MP,,,0,G1T1701_BR_461_P,19751.57,4.3,1,G1T1701_BR_041_P,1,0,G1T1701_BR_461_P__G1T1701_BR_041_P,156,25,,,,
156,G1T1701_156_006_D6_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_D9_MP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_E1_MP,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,156,7,,,,
156,G1T1701_156_006_E11_GMP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_E12_GMP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_E2_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_E4_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_E5_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_E6_MP,,,0,G1T1701_BR_068_P,4087454.47,6.61,1,G1T1701_BR_017_P,1,0,G1T1701_BR_068_P__G1T1701_BR_017_P,156,17,,,,
156,G1T1701_156_006_E7_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_E8_MP,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,156,6,,,,
156,G1T1701_156_006_F10_GMP,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_006_F11_GMP,,,0,G1T1701_BR_401_MP,1578548.68,6.2,1,G1T1701_BR_025_P,5922.84,3.77,G1T1701_BR_401_MP__G1T1701_BR_025_P,149,12,,,,
156,G1T1701_156_006_F2_MP,,,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,156,4,,,,
156,G1T1701_156_006_F5_MP,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_006_F7_MP,,,0,G1T1701_BR_461_P,19751.57,4.3,1,G1T1701_BR_041_P,1,0,G1T1701_BR_461_P__G1T1701_BR_041_P,156,25,,,,
156,G1T1701_156_006_F8_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_G10_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_G11_MP,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_006_G3_MP,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_031_P,6597.84,3.82,G1T1701_BR_064_P__G1T1701_BR_031_P,156,19,,,,
156,G1T1701_156_006_G5_MP,,,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_033_P,5564.83,3.75,G1T1701_BR_064_P__G1T1701_BR_033_P,156,20,,,,
156,G1T1701_156_006_G6_MP,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_006_G8_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_G9_MP,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_006_H1_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_H10_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_H2_MP,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_006_H3_MP,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,156,10,,,,
156,G1T1701_156_006_H4_MP,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,156,11,,,,
156,G1T1701_156_006_H5_MP,,,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,156,13,,,,
156,G1T1701_156_006_H6_MP,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_006_H7_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_H8_MP,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_006_H9_MP,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_007_A1_G,,,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,156,6,,,,
156,G1T1701_156_007_A10_G,,,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,156,5,,,,
156,G1T1701_156_007_A11_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_007_A2_G,,,0,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_428_MP,282709.51,5.45,G1T1701_BR_211_MP__G1T1701_BR_428_MP,156,23,,,,
156,G1T1701_156_007_A3_G,,,0,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_428_MP,282709.51,5.45,G1T1701_BR_211_MP__G1T1701_BR_428_MP,156,23,,,,
156,G1T1701_156_007_A4_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,156,8,,,,
156,G1T1701_156_007_A6_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_007_A8_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_007_A9_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,156,15,,,,
156,G1T1701_156_007_B1_G,,,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,156,7,,,,
156,G1T1701_156_007_B10_G,,,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,156,8,,,,
156,G1T1701_156_007_B12_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_007_B2_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_007_B3_G,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_007_B4_G,,,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,156,9,,,,
156,G1T1701_156_007_B6_G,,,0,G1T1701_BR_134_MP,923130.2,5.97,1,G1T1701_BR_444_MP,208114.95,5.32,G1T1701_BR_134_MP__G1T1701_BR_444_MP,156,16,,,,
156,G1T1701_156_007_B8_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
156,G1T1701_156_007_B9_G,,,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,156,1,,,,
156,G1T1701_156_007_C1_G,,,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,156,3,,,,
156,G1T1701_156_007_C10_G,,,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,156,2,,,,
